id,address,careerPageURL,categories,city,claimed,country,cuisines,dateAdded,dateUpdated,descriptions,emails,facebookPageURL,faxes,features,geoLocation,hours,imageURLs,isClosed,keys,languagesSpoken,latitude,longitude,menuPageURL,menus,name,neighborhoods,numEmployeesMin,numEmployeesMax,numRoom,ownershipType,paymentTypes,people,phones,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,primaryCategories,productsOrServices,province,revenueCurrency,revenueMin,revenueMax,reviews,rooms,sic,sourceURLs,stockSymbol,technologiesUsed,twitter,websites,yearIncorporated,yearOpened
"AVzBCtJz3D1zeR_xBFlR","750 E 104th Ave",,"Grocery Store,Bank,Farmers Market","Denver",,"US",,"2017-06-19T15:48:50Z","2017-09-20T16:50:59Z",,,,,,,"[{""day"":""Saturday"",""hour"":""10:00 AM - 9:00 PM""},{""day"":""Sunday"",""hour"":""10:00 AM - 8:00 PM""},{""day"":""Monday"",""hour"":""1:00 PM - 8:00 PM""},{""day"":""Tuesday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Wednesday"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Thursday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""1:00 PM - 9:00 PM""},{""day"":""Tuesday"",""hour"":""2:00 PM - 8:00 PM""}]",,,"us/co/denver/750e104thave/1977486226",,,,,,"King Soopers",,,,,,,,"+1 303-452-8657","80233",,,,"Retail",,"CO",,,,,,,"https://foursquare.com/v/king-soopers/4b63373af964a520316b2ae3",,,,,,
"AVwdGVwjIN2L1WUfsM2a","2620 E 12th Ave",,"Grocery Store,Post Office","Denver",,"US",,"2017-04-18T01:15:53Z","2017-09-14T17:10:36Z",,,,,"[{""key"":""acceptsCreditCard"",""value"":[""Yes""]}]","POINT (-104.955897806 39.735138650)","[{""day"":""Monday"",""hour"":""7:00 AM - 9:00 PM""},{""day"":""Tuesday"",""hour"":""8:00 AM - 9:00 PM""},{""day"":""Thursday"",""hour"":""8:00 AM - 9:00 PM""},{""day"":""Saturday"",""hour"":""8:00 AM - 8:00 PM""},{""day"":""Tue"",""hour"":""8:00 AM - 9:00 PM""},{""day"":""Sat"",""hour"":""8:00 AM - 8:00 PM""},{""day"":""Thu"",""hour"":""8:00 AM - 9:00 PM""},{""day"":""Mon"",""hour"":""7:00 AM - 9:00 PM""}]","https://irs1.4sqi.net/img/general/200x200/4549_WeG4BcJjsXtXzvq-kYlxRpumznHCUxvSZyK2QFn6n_c.jpg,https://irs2.4sqi.net/img/general/200x200/OIWKJJVPWLGI5HUCD4EOXYGOSD5UGZMGPYTBP0EJ5W1UFIEV.jpg,https://irs2.4sqi.net/img/general/200x200/kLFe5iAOdEep5u_2o67ftRAxxIgUKkNGFZ3JwBbGZh0.jpg",,"us/co/denver/2620e12thave/1503483773",,"39.735138650","-104.955897806",,,"12th Avenue Market & Deli",,,,,,,,,"80206",,,,"Retail",,"CO",,,,"[{""username"":""Jason Izzy Sherry"",""text"":""Find the PO in the back of 12th Ave Market"",""dateSeen"":""2015-10-16T00:00:00Z"",""date"":""2012-03-20T00:00:00Z"",""sourceURLs"":[""https://foursquare.com/v/us-post-office/4f689659e4b09652f8a28a4c""]}]",,,"https://foursquare.com/v/12th-avenue-market--deli/4b7069abf964a520d5182de3",,,,,,
"AVwdxdkP_7pvs4fz9I2C","1545 S. Kipling",,"Grocery Store,Pharmacy","Denver",,"US",,"2015-10-20T05:10:48Z","2017-09-14T17:10:36Z",,,,,"[{""key"":""acceptsCreditCard"",""value"":[""Yes""]}]",,"[{""day"":""Sunday"",""hour"":""7:00 AM - 7:00 PM""},{""day"":""Monday"",""hour"":""9:00 AM - 7:00 PM""},{""day"":""Tuesday"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Wednesday"",""hour"":""9:00 AM - 7:00 PM""},{""day"":""Thursday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""6:00 AM - 7:00 PM""},{""day"":""Wednesday"",""hour"":""8:00 AM - 7:00 PM""}]",,,"us/co/denver/1545s.kipling/1977486226",,,,,,"King Soopers",,,,,,,,"+1 303-989-8180","80232",,,,"Retail",,"CO",,,,,,,"https://foursquare.com/v/king-soopers/4b698d48f964a520f7a62be3",,,"mykingsoopers",,,
"AVwc7wcuByjofQCxjxy-","3360 Larimer St",,"Grocery Stores,Food Stores,Restaurants","Denver",,"US","Vegan , Vegetarian","2015-11-19T22:33:19Z","2017-09-14T15:04:50Z",,,,,"[{""key"":""parking"",""value"":[""Street""]},{""key"":""servesAlcohol"",""value"":[""None""]}]","POINT (-104.9758 39.7659)",,,"false","us/co/denver/3360larimerst/-1349893970",,"39.7659","-104.9758",,,"Nooch Vegan Market",,,,,,,,"+1 720-328-5324","80205","USD",0,25,"Retail",,"CO",,,,,,"8299","http://www.citysearch.com/profile/764541450/denver_co/nooch_vegan_market.html,http://www.voiceplaces.com/nooch-vegan-market-denver-boulder-13322441-l/",,,,"http://www.noochveganmarket.com/",,
"AVzA-NB3LD2H7whiWIMv","200 Quebec St",,"Grocery Store","Denver",,"US",,"2017-06-19T15:29:10Z","2017-09-13T10:03:42Z",,,,,,,"[{""day"":""Monday - Sunday"",""hour"":""6:00 AM - 12:00 AM""}]",,,"us/co/denver/200quebecst/1858061378",,,,,,"Safeway",,,,,,,,,"80230",,,,"Retail",,"CO",,,,,,,"https://foursquare.com/v/safeway/57db0afc498eefe030761269",,,,,,
"AV5Z9Ea2a4HuVbedDBKz","2730 W Barberry Pl",,"Food products,Groceries,Restaurants","Denver",,"US",,"2017-09-07T01:26:34Z","2017-09-12T20:53:55Z",,,,,,,,,,"us/co/denver/2730wbarberrypl/574698514",,,,,,"Ready Foods",,,,,,,,"+1 303-573-0354","80204",,,,"Accommodation & Food Services",,"CO",,,,,,,"http://www.yellowbook.com/profile/ready-foods_1870931150.html",,,,,,
"AVwdrJhD_7pvs4fz8OW6","750 N Colorado Blvd",,"Grocery Store,Wine Shop,Supermarket,Food Drink Shop, Grocery Store, and Wine Shop","Denver",,"US",,"2015-12-15T21:24:13Z","2017-09-12T14:52:15Z",,,,,,"POINT (-104.927617908 39.736592855)","[{""day"":""Monday - Sunday"",""hour"":""8:00 AM - 9:00 PM""},{""day"":""Mon - Sun"",""hour"":""8:00 AM - 9:00 PM""}]",,,"us/co/denver/750ncoloradoblvd/1892917569",,"39.736592855","-104.927617908",,,"Trader Joe's",,,,,,,,"+1 303-321-1003","80206",,,,"Retail",,"CO",,,,,,,"https://foursquare.com/v/trader-joes/55bbf020498eae66e518af20",,,,"http://traderjoes.com/",,
"AV5TDlqlRxPSIh2RiCEX","2683 E 120th Ave Unit C1",,"Grocery Stores","Denver","yellowpages.com","US",,"2017-09-05T17:18:23Z","2017-09-06T17:24:53Z",,,,,,"POINT (-104.95406000 39.91401000)",,"https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg%2525253Fde6eb85",,"us/co/denver/2683e120thaveunitc1/-279465112",,"39.91401000","-104.95406000",,,"Malakis Market",,,,,,,,"+1 303-280-2829","80233",,,,"Retail",,"CO",,,,,,,"https://www.yellowpages.com/thornton-co/mip/malakis-market-472529235",,,,,,
"AVwdYkWaIN2L1WUfvPpk","3725 Jason St",,"Wholesale Foods,Food Brokers,Food Products-Wholesale,Wholesale Grocers,Supermarkets and Super Stores,Food Products,Food Processing and Manufacturing,Grocery Stores,Food Processing & Manufacturing,Supermarkets & Super Stores","Denver","yellowpages.com","US",,"2016-02-16T05:08:46Z","2017-09-01T09:36:57Z",,"Info@silverstatefoods.com",,,"[{""key"":""Bike Parking"",""value"":[""No""]},{""key"":""Price Range"",""value"":[""Below Average""]},{""key"":""Other Information"",""value"":[""Bike Parking: NoPrice Range : Below Average""]},{""key"":""Other Information:"",""value"":[""Bike Parking: NoPrice Range : Below Average""]},{""key"":""AKA"",""value"":[""Silver State Foods""]},{""key"":""AKA:"",""value"":[""Silver State Foods""]}]","POINT (-104.9997 39.7685)","[{""day"":""Monday - Thursday"",""hour"":""7:00 am - 5:30 pm""},{""day"":""Mon - Thu"",""hour"":""7:00 am - 5:30 pm""}]","https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg%2525253F93c9072,https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg%2525253F4fff178",,"us/co/denver/3725jasonst/-1288104783",,"39.7685","-104.9997",,,"Silver State Foods Inc","Highland,Northwest Denver,Highland, Northwest Denver",,,,,,,"+1 303-433-3351","80211",,,,"Retail,Wholesale Trade",,"CO",,,,,,,"http://www.citysearch.com/profile/1837110/denver_co/silver_state_foods_inc.html,https://www.yellowpages.com/denver-co/mip/silver-state-foods-inc-3751233,http://www.yellowpages.com/denver-co/mip/silver-state-foods-inc-3751233",,,,"http://www.silverstatefoods.com/,http://www.yelp.com/biz/silver-state-foods-denver",,
"AVwea13JkufWRAb5CvXx","7326 Washington St",,"Food Stores,Meat Markets,Grocery Stores","Denver",,"US",,"2016-04-03T11:56:18Z","2017-09-01T09:36:57Z",,,,,"[{""key"":""Location"",""value"":[""Center Land Crossing""]}]","POINT (-104.9779 39.8295)","[{""day"":""Sat"",""hour"":""10:00 am - 4:00 pm""},{""day"":""Tue - Fri"",""hour"":""8:00 am - 5:00 pm""}]","http://i3.ypcdn.com/blob/1dc0992229168d7912c6e8c6ce98ca256c757eba_74x74_crop.jpg,http://i2.ypcdn.com/blob/1dc0992229168d7912c6e8c6ce98ca256c757eba_74x74_crop.jpg,http://i3.ypcdn.com/blob/1dc0992229168d7912c6e8c6ce98ca256c757eba_70x70_crop.jpg,http://i4.ypcdn.com/blob/1dc0992229168d7912c6e8c6ce98ca256c757eba_74x74_crop.jpg,http://i4.ypcdn.com/blob/1dc0992229168d7912c6e8c6ce98ca256c757eba_70x70_crop.jpg",,"us/co/denver/7326washingtonst/1444149752",,"39.8295","-104.9779",,,"North Denver Sausage",,,,,,,,"+1 303-379-9505","80229",,,,"Retail",,"CO",,,,,,,"http://www.citysearch.com/profile/779486890/denver_co/north_denver_sausage.html,http://www.yellowpages.com/denver-co/mip/north-denver-sausage-480880048",,,,"http://northdenversausage.com/",,
"AVweESWnByjofQCxu-6j","2318 S Colorado Blvd",,"Food Stores,Butcher Shops,Seafood Markets,Meat Markets,Butchering,Grocery Stores,Meats","Denver",,"US",,"2016-04-03T12:02:59Z","2017-09-01T09:36:57Z",,"info@sawasausage.com",,,"[{""key"":""Other Information"",""value"":[""Price Range : Below Average""]},{""key"":""Products & Services"",""value"":[""Gourmet Items, Polish, Sausage""]},{""key"":""Location"",""value"":[""Welshire Plz""]},{""key"":""Additional Information"",""value"":[""Seasonings""]},{""key"":""In Business Since"",""value"":[""2015""]},{""key"":""Address Info"",""value"":[""Welshire Plz""]},{""key"":""Price Range"",""value"":[""Below Average""]}]","POINT (-104.9400 39.6741)","[{""day"":""Sat"",""hour"":""9:30 am - 4:30 pm""},{""day"":""Tue - Fri"",""hour"":""9:00 am - 6:00 pm""}]",,,"us/co/denver/2318scoloradoblvd/834347344",,"39.6741","-104.9400",,,"Sawa Meat & Sausage","University Hills, South Denver",,,,,"mastercard",,"+1 303-691-2253","80222",,,,"Retail",,"CO",,,,,,,"http://www.citysearch.com/profile/43324834/denver_co/sawa_meat_sausage.html,http://www.yellowpages.com/denver-co/mip/sawa-meat-and-sausage-7532710,http://www.superpages.com/bp/denver-co/sawa-meat-and-sausage-L0118916456.htm",,,,"http://sawasausage.com/",,
"AVwdCVQEByjofQCxk1YH","5055 E 41st Ave",,"Grocery Stores,Food Products,Food Processing and Manufacturing,Food Products-Wholesale,Grocery Stores & Supermarkets","Denver","yellowpages.com","US",,"2017-03-04T00:57:38Z","2017-09-01T09:36:57Z",,,,,"[{""key"":""Catering Services"",""value"":[""Food Service Management""]},{""key"":""Location"",""value"":[""Deargo Market"",""Denargo Market""]},{""key"":""Fax"",""value"":[""3033557561""]},{""key"":""Location:"",""value"":[""Denargo Market""]},{""key"":""Products & Services"",""value"":[""Condiments, Has Ecommerce""]},{""key"":""Additional Information"",""value"":[""Salsa, Honey, Supermarkets""]},{""key"":""Address Info"",""value"":[""Denargo Market""]}]","POINT (-104.9290 39.7736)","[{""day"":""Monday - Friday"",""hour"":""9:00 am - 4:00 pm""},{""day"":""Mon - Fri"",""hour"":""9:00 am - 4:00 pm""}]","https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg%2525253F93c9072,https://i1.ypcdn.com/ypu/images/default-thumbnails/thumbnail-1.svg%2525253F4fff178",,"us/co/denver/5055e41stave/781449375",,"39.7736","-104.9290",,,"Colorado Food Showroom","Northeast Park Hill,Park Hill,North Denver,Northeast Park Hill, Park Hill, North Denver",,,,,"discover,visa",,"+1 303-295-0948,+1 303-333-6683","80216",,,,"Retail,Wholesale Trade",,"CO",,,,,,,"http://www.citysearch.com/profile/43327659/denver_co/colorado_food_showroom.html,https://www.yellowpages.com/denver-co/mip/colorado-food-showroom-464949648,http://www.superpages.com/bp/denver-co/colorado-food-showroom-L0113274322.htm",,,,"http://www.coloradofoodshowroom.com/",,
"AVwd0GTsByjofQCxsvnq","3300 Downing St",,"Butcher Shops,Food Stores,Mexican & Latin American Grocery Stores,Butchering,Meat Markets,Grocery Stores,Shopping","Denver",,"US",,"2016-04-03T12:02:32Z","2017-09-01T09:36:57Z",,,,,"[{""key"":""Other Information"",""value"":[""Price Range : Below AverageParking: Lot, PrivateBike Parking: Yes""]}]","POINT (-104.9730 39.7635)",,,,"us/co/denver/3300downingst/-826742190",,"39.7635","-104.9730",,,"Carniceria Jalisco","Northeast Denver, Cole,Five Points, Curtis Park, North Denver",2,2,,,,,"+1 303-296-0168","80205",,,,"Retail",,"CO",,,,,,"4711","http://www.citysearch.com/profile/745302160/denver_co/carniceria_jalisco.html,http://www.yellowpages.com/denver-co/mip/carniceria-jalisco-9683006,http://www.whitepages.com/business/carniceria-jalisco-denver-co",,,,,,
"AVwdQOK8IN2L1WUft25Q","1313 W Alameda Ave",,"Wholesale Foods,Food Products-Wholesale,Wholesale Grocers,Mexican & Latin American Grocery Stores,Supermarkets & Super Stores,Mexican Food Products-Wholesale & Manufacturers","Denver",,"US",,"2016-04-03T12:02:33Z","2017-09-01T08:39:34Z",,,,,"[{""key"":""AKA"",""value"":[""Garcias Foods Enterprises""]}]","POINT (-105.0044 39.7112)",,,,"us/co/denver/1313walamedaave/317930469",,"39.7112","-105.0044",,,"Garcia's Foods","West Denver, Athmar Park",,,,,,,"+1 303-893-3283","80223",,,,"Retail,Manufacturing,Wholesale Trade",,"CO",,,,,,,"http://www.citysearch.com/profile/683541460/denver_co/garcia_s_foods.html,http://www.yellowpages.com/denver-co/mip/garcias-foods-enterprises-459263259",,,,,,
"AVwck6lJ_7pvs4fzwo2j","1350 Vrain St",,"Ethnic Food Markets,Kosher Grocery Stores,Grocers-Ethnic Foods","Denver",,"US",,"2016-04-03T12:11:53Z","2017-09-01T08:39:29Z",,"info@scrollk.org",,,"[{""key"":""Food Store Products"",""value"":[""Kosher Foods""]}]","POINT (-105.0462 39.7376)",,"http://i1.ypcdn.com/blob/788ed45a4254e83ffea8f6ab2c26efd8e76445a9_74x74_crop.jpg,http://i1.ypcdn.com/blob/788ed45a4254e83ffea8f6ab2c26efd8e76445a9_70x70_crop.jpg",,"us/co/denver/1350vrainst/1926689598",,"39.7376","-105.0462",,,"Scroll K","West Denver, West Colfax",,,,,,,"+1 303-595-9349","80226",,,,"Retail",,"CO",,,,,,,"http://www.citysearch.com/profile/1829081/denver_co/scroll_k.html,http://www.yellowpages.com/denver-co/mip/scroll-k-463633806",,,,"http://scrollk.org/",,
"AVwdWsM-IN2L1WUfu8SH","3600 S Yosemite St",,"Grocery Stores,Dairy Products Wholesale & Manufacturers","Denver",,"US",,"2017-02-16T21:50:05Z","2017-09-01T08:39:28Z",,,,,"[{""key"":""Food Store Products"",""value"":[""Dairy Products""]}]","POINT (-104.8838 39.6507)",,,,"us/co/denver/3600syosemitest/-1286268889",,"39.6507","-104.8838",,,"Dean Foods Co",,,,,,,,"+1 720-489-6027","80237",,,,"Retail,Manufacturing,Wholesale Trade",,"CO",,,,,,,"http://www.citysearch.com/profile/773276120/denver_co/dean_foods_co.html,http://www.superpages.com/bp/denver-co/dean-foods-L2436077380.htm",,,,,,
"AVwd7z43_7pvs4fz-jvs","1970 S Holly St",,"Convenience Stores,Food Stores,Dairy Products,Grocery Stores,grocery store","Denver",,"US",,"2016-08-05T19:02:00Z","2017-09-01T08:39:28Z",,,,,"[{""key"":""Food Store Products"",""value"":[""Dairy Products""]},{""key"":""AKA:"",""value"":[""Farm Crest 13""]}]","POINT (-104.9219 39.6809)",,,,"us/co/denver/1970shollyst/1275868814",,"39.6809","-104.9219",,,"Farm Crest Milk Stores","Virginia Village, Southeast,East Denver, Virginia Village",,,,,,,"+1 303-759-5090,+1 303-693-9331","80222",,,,"Retail","Dairy Products","CO",,,,"[{""text"":""Monster rehab or Peace tea Caddy Shack. Both are phenomenal on a hot day!"",""dateSeen"":""2014-10-21T00:00:00Z"",""date"":""2011-07-30T05:00:00Z"",""username"":""Clay Baker"",""sourceURLs"":[""https://foursquare.com/v/farmcrest/4bcfbbdc462cb7134061d707""]},{""username"":""Ryan Troe"",""text"":""Try a Mexi-Coke. They are delicious."",""date"":""2011-07-12T05:00:00Z"",""dateSeen"":""2014-10-21T00:00:00Z"",""sourceURLs"":[""https://foursquare.com/v/farmcrest/4bcfbbdc462cb7134061d707""]}]",,,"http://www.citysearch.com/profile/36551370/denver_co/farm_crest_milk_stores.html,http://www.yellowpages.com/denver-co/mip/farm-crest-milk-stores-7436123,https://foursquare.com/v/farm-crest-milk-store/4c39f4a43849c9289e12c2b1",,,,,,
"AVwelEh0IN2L1WUf6RUR","4969 Colorado Blvd",,"Wholesale Distribution Centers,Food Service Distributors,Shopping,Home,Grocery Stores,Distributing Service-Circular Sample, Etc,Food Stores,Shopping & Stores,Supermarkets,Denver Supermarkets,Denver,Independent","Denver",,"US",,"2015-09-28T05:22:03Z","2017-09-01T08:39:27Z",,,,,"[{""key"":""Category:"",""value"":[""Distributing Service-Circular, Sample, Etc""]}]","POINT (-104.9406 39.7860)",,,,"us/co/denver/4969coloradoblvd/-1582687014",,"39.7860","-104.9406",,,"Selector Foods Distribution","Northeast Denver, Elyria Swansea,North Denver, Elyria Swansea",3,3,,,,,"+1 303-320-3894","80216",,,,"Retail,Wholesale Trade",,"CO","USD",210000,210000,,,"4711","http://www.citysearch.com/profile/43326895/denver_co/selector_foods_distribution.html,http://www.yellowpages.com/denver-co/mip/selector-foods-distribution-14169342,http://www.manta.com/c/mm4r09m/selector-foods-distribution,http://denver.citysearch.com/profile/43326895/denver_co/selector_foods_distribution.html,http://www.kudzu.com/m/Selector-Foods-Distribution-8907349,http://www.powerprofiles.com/profile/00005164819059/SELECTOR%2525252BFOODS%2525252BDISTRIBUTION-DENVER-CO-%2525252528303%2525252529%2525252B320-3894",,,,,,
"AVweBpfykufWRAb5_WBt","7302 E 29th Ave",,"Grocery Stores,electronic commerce","Denver",,"US",,"2015-01-17T23:28:45Z","2017-09-01T08:39:27Z",,"co1265@dofruit.com",,,"[{""key"":""Gift & Novelty Products"",""value"":[""Fruit Baskets""]},{""key"":""General Info"",""value"":[""Shop Online""]}]","POINT (-104.9029 39.7581)",,,,"us/co/denver/7302e29thave/716446362",,"39.7581","-104.9029",,,"Edible Arrangements","Stapleton, Northeast Denver",,,,,,,"+1 303-322-2200,+1 303-284-5475","80238",,,,"Retail",,"CO",,,,,,,"http://www.citysearch.com/profile/747970040/denver_co/edible_arrangements.html,http://www.superpages.com/bp/Denver-CO/Edible-Arrangements-L0514243166.htm",,,,"http://www.ediblearrangements.com/",,1970
